order_id,date,product,category,quantity,unit_price,discount_percentage,region,payment_method,customer_segment,sales_channel,shipping_method,customer_id,salesperson_id,customer_name,country,state,salesperson_name,discount_amount,subtotal,total_amount,shipping_cost,final_amount,returned
ORD-000972,2020-12-26T02:00:00.000000,Tablet,Accessories,10,72.04,15,Central,PayPal,Government,Distributor,Next Day,CUST-00099,SP-046,Emma Jones,Canada,Ontario,Sofia Li,108.06,720.4,612.34,50,662.34,false
ORD-000617,2020-12-29T17:00:00.000000,Tablet,Peripherals,1,1941.36,20,South,Credit Card,Enterprise,Online,Pickup,CUST-00241,SP-019,Yan Suzuki,United Kingdom,England,Anna Miller,388.27,1941.36,1553.09,0,1553.09,false
ORD-000780,2020-12-30T12:00:00.000000,Speaker,Electronics,6,720.72,0,South,Cash,Small Business,Direct Sales,Next Day,CUST-00095,SP-015,William Jensen,United States,Georgia,Ming Nielsen,0.0,4324.32,4324.32,50,4374.32,false
ORD-000087,2020-12-31T08:00:00.000000,Mouse,Electronics,6,1892.24,15,West,Cash,Small Business,Distributor,Pickup,CUST-00481,SP-008,Elena Jensen,United States,Texas,Omar Cohen,1703.02,11353.44,9650.42,0,9650.42,false
ORD-000052,2021-01-02T09:00:00.000000,Desktop,Accessories,5,1488.88,15,South,Debit Card,Government,Online,Standard,CUST-00055,SP-006,William Nielsen,United Kingdom,Scotland,Robert Jensen,1116.66,7444.4,6327.74,10,6337.74,true
ORD-000558,2021-01-04T01:00:00.000000,Laptop,Electronics,6,1617.42,20,South,Debit Card,Small Business,Retail Store,Pickup,CUST-00222,SP-012,Emma Schmidt,United States,Georgia,James Roy,1940.9,9704.52,7763.62,0,7763.62,false
ORD-000171,2021-01-04T11:00:00.000000,Keyboard,Accessories,3,1030.13,20,North,Debit Card,Government,Direct Sales,Standard,CUST-00324,SP-010,Patricia Le,United States,North Carolina,Charlotte Rodriguez,618.08,3090.39,2472.31,10,2482.31,false
ORD-000624,2021-01-04T16:00:00.000000,Laptop,Peripherals,10,1135.73,15,West,PayPal,Small Business,Retail Store,Next Day,CUST-00416,SP-035,Linda Rodriguez,Germany,Lower Saxony,Liam Singh,1703.6,11357.3,9653.7,50,9703.7,false
ORD-000179,2021-01-07T04:00:00.000000,Tablet,Accessories,7,557.46,10,North,Cash,Government,Direct Sales,Pickup,CUST-00029,SP-021,Sarah Kumar,Australia,Western Australia,Ming Levy,390.22,3902.22,3512.0,0,3512.0,false
ORD-000159,2021-01-08T03:00:00.000000,Monitor,Electronics,7,534.35,15,Central,Bank Transfer,Small Business,Distributor,Standard,CUST-00348,SP-004,Luis Levy,United States,Georgia,Ming Roy,561.07,3740.45,3179.38,10,3189.38,false
ORD-000979,2021-01-08T22:00:00.000000,Headphones,Peripherals,3,1111.19,0,North,Debit Card,Consumer,Online,Express,CUST-00408,SP-035,Juan Sharma,Australia,New South Wales,Liam Singh,0.0,3333.57,3333.57,25,3358.57,false
ORD-000730,2021-01-09T08:00:00.000000,Printer,Peripherals,9,1874.19,20,East,PayPal,Government,Retail Store,Pickup,CUST-00274,SP-008,Susan Martin,Australia,New South Wales,Omar Cohen,3373.54,16867.71,13494.17,0,13494.17,false
ORD-000293,2021-01-11T09:00:00.000000,Monitor,Peripherals,4,197.61,5,East,Debit Card,Enterprise,Online,Standard,CUST-00125,SP-026,Ahmed Sharma,United States,California,Charles Ivanov,39.52,790.44,750.92,10,760.92,false
ORD-000542,2021-01-13T14:00:00.000000,Monitor,Electronics,5,503.39,15,South,Credit Card,Consumer,Direct Sales,Standard,CUST-00034,SP-009,Mason Johnson,United States,Illinois,Fatima Smith,377.54,2516.95,2139.41,10,2149.41,false
ORD-000333,2021-01-14T11:00:00.000000,Printer,Accessories,5,1515.91,0,Central,Bank Transfer,Consumer,Online,Express,CUST-00076,SP-008,Jessica Ali,Canada,Manitoba,Omar Cohen,0.0,7579.55,7579.55,25,7604.55,false
ORD-000252,2021-01-14T21:00:00.000000,Monitor,Accessories,1,1419.18,15,West,Debit Card,Enterprise,Online,Pickup,CUST-00440,SP-021,James Chen,United States,Georgia,Ming Levy,212.88,1419.18,1206.3,0,1206.3,false
ORD-000642,2021-01-15T05:00:00.000000,Monitor,Electronics,1,232.86,0,North,Bank Transfer,Small Business,Distributor,Next Day,CUST-00001,SP-044,Michael Martinez,Australia,Tasmania,Emma Kumar,0.0,232.86,232.86,50,282.86,false
ORD-001000,2021-01-15T09:00:00.000000,Headphones,Peripherals,3,1517.31,0,Central,Credit Card,Enterprise,Online,Next Day,CUST-00281,SP-009,Mia Singh,Canada,Quebec,Fatima Smith,0.0,4551.93,4551.93,50,4601.93,false
ORD-000927,2021-01-17T12:00:00.000000,Desktop,Electronics,9,1620.59,20,Central,Credit Card,Consumer,Direct Sales,Standard,CUST-00116,SP-031,Yan Oliveira,Germany,Lower Saxony,Lucas Nielsen,2917.06,14585.31,11668.25,10,11678.25,false
ORD-000576,2021-01-19T09:00:00.000000,Desktop,Peripherals,6,1565.25,5,South,Credit Card,Consumer,Online,Standard,CUST-00119,SP-025,Thomas Santos,United States,New York,Joseph Smirnov,469.58,9391.5,8921.92,10,8931.92,false
ORD-000458,2021-01-20T12:00:00.000000,Desktop,Peripherals,6,936.79,15,North,Cash,Consumer,Retail Store,Next Day,CUST-00465,SP-050,Sophia Chen,Canada,Saskatchewan,Emma Ivanov,843.11,5620.74,4777.63,50,4827.63,false
ORD-000862,2021-01-27T02:00:00.000000,Laptop,Accessories,1,1340.47,20,Central,Credit Card,Consumer,Retail Store,Next Day,CUST-00063,SP-022,Michael Weber,Germany,North Rhine-Westphalia,Liam Williams,268.09,1340.47,1072.38,50,1122.38,false
ORD-000581,2021-01-27T14:00:00.000000,Headphones,Peripherals,9,1979.43,10,West,Cash,Government,Direct Sales,Standard,CUST-00008,SP-030,Juan Miller,United Kingdom,Wales,Wei Singh,1781.49,17814.87,16033.38,10,16043.38,false
ORD-000069,2021-01-28T03:00:00.000000,Mouse,Accessories,8,229.53,15,East,Debit Card,Consumer,Retail Store,Standard,CUST-00038,SP-045,Luis Smirnov,Germany,Saxony,Yuki Wang,275.44,1836.24,1560.8,10,1570.8,false
ORD-000078,2021-01-28T08:00:00.000000,Desktop,Peripherals,3,1427.93,10,South,Debit Card,Enterprise,Online,Next Day,CUST-00201,SP-041,Elizabeth Fischer,Canada,British Columbia,Barbara Santos,428.38,4283.79,3855.41,50,3905.41,false
ORD-000729,2021-01-28T10:00:00.000000,Headphones,Peripherals,6,1677.41,0,East,PayPal,Small Business,Direct Sales,Express,CUST-00222,SP-046,Emma Schmidt,United States,Georgia,Sofia Li,0.0,10064.46,10064.46,25,10089.46,false
ORD-000872,2021-02-06T12:00:00.000000,Speaker,Accessories,3,256.45,0,East,PayPal,Small Business,Retail Store,Next Day,CUST-00421,SP-033,Hiroshi Mueller,Canada,Saskatchewan,Yan Tremblay,0.0,769.35,769.35,50,819.35,false
ORD-000044,2021-02-07T11:00:00.000000,Keyboard,Accessories,6,892.44,5,West,PayPal,Enterprise,Distributor,Standard,CUST-00399,SP-003,Juan Brown,Australia,Western Australia,Mia Schmidt,267.73,5354.64,5086.91,10,5096.91,false
ORD-000687,2021-02-12T00:00:00.000000,Printer,Accessories,10,814.58,5,North,Bank Transfer,Enterprise,Distributor,Standard,CUST-00180,SP-016,Ava Sharma,United States,Illinois,Ming Smirnov,407.29,8145.8,7738.51,10,7748.51,false
ORD-000508,2021-02-13T20:00:00.000000,Smartphone,Accessories,7,608.71,0,Central,PayPal,Small Business,Retail Store,Standard,CUST-00138,SP-035,Ava Johnson,Canada,Manitoba,Liam Singh,0.0,4260.97,4260.97,10,4270.97,false
ORD-000595,2021-02-14T12:00:00.000000,Desktop,Accessories,5,1536.77,15,South,Cash,Consumer,Direct Sales,Express,CUST-00373,SP-009,Charlotte Martinez,Canada,Quebec,Fatima Smith,1152.58,7683.85,6531.27,25,6556.27,false
ORD-000277,2021-02-14T14:00:00.000000,Printer,Accessories,10,1392.83,15,Central,Bank Transfer,Enterprise,Retail Store,Next Day,CUST-00234,SP-041,Li Roy,Australia,Victoria,Barbara Santos,2089.25,13928.3,11839.05,50,11889.05,false
ORD-000434,2021-02-16T00:00:00.000000,Keyboard,Accessories,3,1148.62,5,Central,PayPal,Enterprise,Distributor,Standard,CUST-00235,SP-010,David Smirnov,United States,California,Charlotte Rodriguez,172.29,3445.86,3273.57,10,3283.57,false
ORD-000635,2021-02-17T05:00:00.000000,Mouse,Peripherals,9,1747.8,0,Central,PayPal,Enterprise,Retail Store,Next Day,CUST-00013,SP-020,Susan Kim,Germany,Bavaria,Susan Le,0.0,15730.2,15730.2,50,15780.2,false
ORD-000003,2021-02-19T22:00:00.000000,Tablet,Peripherals,9,1737.33,15,East,Credit Card,Consumer,Retail Store,Next Day,CUST-00370,SP-007,William Kumar,Germany,Bavaria,Juan Cohen,2345.4,15635.97,13290.57,50,13340.57,false
ORD-000454,2021-02-20T00:00:00.000000,Laptop,Peripherals,8,1618.61,0,West,Cash,Enterprise,Retail Store,Express,CUST-00016,SP-011,Yuki Nowak,Canada,Ontario,Carlos Kowalski,0.0,12948.88,12948.88,25,12973.88,false
ORD-000806,2021-02-20T03:00:00.000000,Tablet,Peripherals,2,386.42,10,East,Cash,Enterprise,Online,Express,CUST-00458,SP-029,Isabella Sharma,United Kingdom,Northern Ireland,Isabella Popov,77.28,772.84,695.56,25,720.56,true
ORD-000029,2021-02-21T13:00:00.000000,Laptop,Accessories,1,893.9,10,West,PayPal,Small Business,Retail Store,Pickup,CUST-00368,SP-023,Fatima Nguyen,United Kingdom,Wales,Yan Fischer,89.39,893.9,804.51,0,804.51,false
ORD-000305,2021-02-22T19:00:00.000000,Smartphone,Accessories,2,194.51,15,Central,Credit Card,Enterprise,Retail Store,Pickup,CUST-00447,SP-041,Emma Li,United Kingdom,Northern Ireland,Barbara Santos,58.35,389.02,330.67,0,330.67,false
ORD-000721,2021-02-25T17:00:00.000000,Smartphone,Peripherals,2,1264.24,20,Central,Cash,Government,Distributor,Express,CUST-00485,SP-049,James Le,United States,New York,Elizabeth Sharma,505.7,2528.48,2022.78,25,2047.78,false
ORD-000527,2021-02-26T10:00:00.000000,Smartphone,Electronics,6,461.05,10,East,Cash,Consumer,Direct Sales,Next Day,CUST-00367,SP-030,Robert Popov,Australia,Victoria,Wei Singh,276.63,2766.3,2489.67,50,2539.67,true
ORD-000038,2021-03-03T01:00:00.000000,Tablet,Accessories,9,438.03,15,South,PayPal,Consumer,Retail Store,Express,CUST-00284,SP-027,Hiroshi Martin,Australia,South Australia,Sofia Davis,591.34,3942.27,3350.93,25,3375.93,false
ORD-000225,2021-03-04T08:00:00.000000,Desktop,Accessories,2,53.88,10,South,Cash,Government,Online,Standard,CUST-00470,SP-034,Anna Mueller,Australia,South Australia,Luis Zhang,10.78,107.76,96.98,10,106.98,false
ORD-000971,2021-03-09T00:00:00.000000,Laptop,Electronics,3,1187.34,10,East,Cash,Small Business,Distributor,Express,CUST-00466,SP-013,Susan Kumar,Canada,New Brunswick,Ava Jones,356.2,3562.02,3205.82,25,3230.82,false
ORD-000648,2021-03-10T16:00:00.000000,Tablet,Accessories,5,514.39,10,West,Bank Transfer,Small Business,Retail Store,Standard,CUST-00128,SP-046,Fatima Sharma,Australia,Tasmania,Sofia Li,257.2,2571.95,2314.75,10,2324.75,false
ORD-000178,2021-03-11T00:00:00.000000,Mouse,Electronics,9,1327.59,5,East,Bank Transfer,Enterprise,Retail Store,Pickup,CUST-00158,SP-017,Hiroshi Patel,Germany,Lower Saxony,Yan Wang,597.42,11948.31,11350.89,0,11350.89,false
ORD-000817,2021-03-15T07:00:00.000000,Smartphone,Accessories,4,152.89,15,East,Debit Card,Government,Online,Pickup,CUST-00355,SP-042,Robert Fischer,Canada,Nova Scotia,Barbara Ivanov,91.73,611.56,519.83,0,519.83,false
ORD-000389,2021-03-20T01:00:00.000000,Headphones,Accessories,7,893.08,15,West,Debit Card,Consumer,Direct Sales,Express,CUST-00335,SP-032,Wei Ivanov,Australia,Western Australia,James Williams,937.73,6251.56,5313.83,25,5338.83,false
ORD-000585,2021-03-20T17:00:00.000000,Mouse,Peripherals,4,1004.32,10,West,Bank Transfer,Small Business,Retail Store,Express,CUST-00341,SP-031,Emma Weber,United States,New York,Lucas Nielsen,401.73,4017.28,3615.55,25,3640.55,false
ORD-000042,2021-03-21T20:00:00.000000,Printer,Electronics,2,591.81,15,West,Cash,Small Business,Direct Sales,Pickup,CUST-00393,SP-016,Fatima Zhang,Germany,Lower Saxony,Ming Smirnov,177.54,1183.62,1006.08,0,1006.08,false
ORD-000668,2021-03-25T11:00:00.000000,Keyboard,Accessories,10,1044.22,20,Central,Credit Card,Government,Distributor,Next Day,CUST-00317,SP-044,Linda Weber,United Kingdom,England,Emma Kumar,2088.44,10442.2,8353.76,50,8403.76,true
ORD-000743,2021-03-27T15:00:00.000000,Speaker,Electronics,6,968.37,0,West,Bank Transfer,Consumer,Direct Sales,Standard,CUST-00008,SP-014,Juan Miller,United Kingdom,Wales,Sarah Ahmed,0.0,5810.22,5810.22,10,5820.22,false
ORD-000790,2021-03-28T21:00:00.000000,Headphones,Accessories,2,71.08,10,Central,Bank Transfer,Government,Retail Store,Next Day,CUST-00144,SP-009,Susan Li,Australia,Western Australia,Fatima Smith,14.22,142.16,127.94,50,177.94,false
ORD-000012,2021-03-31T21:00:00.000000,Monitor,Accessories,3,1164.9,5,East,Cash,Consumer,Online,Express,CUST-00395,SP-036,Thomas Jones,Germany,North Rhine-Westphalia,Pavel Le,174.74,3494.7,3319.96,25,3344.96,false
ORD-000600,2021-04-01T19:00:00.000000,Laptop,Peripherals,6,1157.07,15,East,Cash,Enterprise,Distributor,Pickup,CUST-00120,SP-039,Barbara Martin,Canada,Ontario,Wei Wang,1041.36,6942.42,5901.06,0,5901.06,false
ORD-000602,2021-04-02T01:00:00.000000,Laptop,Accessories,5,1004.77,5,West,Credit Card,Government,Online,Express,CUST-00017,SP-012,Ava Lee,Australia,Western Australia,James Roy,251.19,5023.85,4772.66,25,4797.66,false
ORD-000929,2021-04-02T15:00:00.000000,Laptop,Peripherals,10,830.41,10,Central,Cash,Government,Direct Sales,Express,CUST-00074,SP-031,Sofia Rodriguez,Canada,Ontario,Lucas Nielsen,830.41,8304.1,7473.69,25,7498.69,false
ORD-000650,2021-04-04T15:00:00.000000,Headphones,Accessories,7,962.73,20,North,Credit Card,Consumer,Direct Sales,Standard,CUST-00263,SP-024,Li Davis,Germany,North Rhine-Westphalia,Richard Kumar,1347.82,6739.11,5391.29,10,5401.29,false
ORD-000028,2021-04-05T06:00:00.000000,Keyboard,Peripherals,8,607.23,20,East,Cash,Enterprise,Direct Sales,Express,CUST-00318,SP-018,Ava Schmidt,Canada,Ontario,Richard Andersen,971.57,4857.84,3886.27,25,3911.27,false
ORD-000718,2021-04-07T08:00:00.000000,Keyboard,Accessories,6,70.05,5,North,Bank Transfer,Government,Direct Sales,Express,CUST-00387,SP-021,Hiroshi Takahashi,Canada,Nova Scotia,Ming Levy,21.02,420.3,399.28,25,424.28,false
ORD-000840,2021-04-08T09:00:00.000000,Mouse,Peripherals,7,1656.07,20,West,Debit Card,Enterprise,Retail Store,Standard,CUST-00208,SP-025,Emma Andersen,United Kingdom,Scotland,Joseph Smirnov,2318.5,11592.49,9273.99,10,9283.99,false
ORD-000625,2021-04-11T05:00:00.000000,Tablet,Peripherals,6,1697.99,10,North,PayPal,Government,Online,Standard,CUST-00216,SP-032,Mary Brown,United Kingdom,Wales,James Williams,1018.79,10187.94,9169.15,10,9179.15,false
ORD-000085,2021-04-11T07:00:00.000000,Printer,Electronics,7,256.52,0,South,Credit Card,Consumer,Direct Sales,Standard,CUST-00244,SP-046,Liam Cohen,United Kingdom,Wales,Sofia Li,0.0,1795.64,1795.64,10,1805.64,false
ORD-000709,2021-04-12T23:00:00.000000,Laptop,Peripherals,8,1373.07,5,North,Debit Card,Small Business,Retail Store,Next Day,CUST-00114,SP-025,Barbara Garcia,United Kingdom,England,Joseph Smirnov,549.23,10984.56,10435.33,50,10485.33,false
ORD-000226,2021-04-14T12:00:00.000000,Monitor,Accessories,3,1451.54,10,West,Credit Card,Enterprise,Distributor,Pickup,CUST-00149,SP-012,Ahmed Williams,Canada,Ontario,James Roy,435.46,4354.62,3919.16,0,3919.16,false
ORD-000733,2021-04-17T17:00:00.000000,Headphones,Peripherals,8,1860.83,20,West,PayPal,Enterprise,Distributor,Standard,CUST-00420,SP-028,Sarah Popov,Australia,Tasmania,Karen Le,2977.33,14886.64,11909.31,10,11919.31,false
ORD-000922,2021-04-19T09:00:00.000000,Mouse,Accessories,1,1933.21,0,Central,Bank Transfer,Enterprise,Distributor,Next Day,CUST-00108,SP-009,Mary Ahmed,Australia,South Australia,Fatima Smith,0.0,1933.21,1933.21,50,1983.21,false
ORD-000520,2021-04-20T14:00:00.000000,Smartphone,Peripherals,2,1951.92,15,West,Credit Card,Government,Retail Store,Next Day,CUST-00378,SP-017,Maria Lee,Canada,Alberta,Yan Wang,585.58,3903.84,3318.26,50,3368.26,false
ORD-000844,2021-04-21T22:00:00.000000,Tablet,Accessories,8,1868.48,10,West,PayPal,Enterprise,Direct Sales,Express,CUST-00343,SP-013,John Jones,United Kingdom,Scotland,Ava Jones,1494.78,14947.84,13453.06,25,13478.06,false
ORD-000375,2021-04-22T00:00:00.000000,Mouse,Accessories,7,575.55,5,North,Cash,Consumer,Distributor,Pickup,CUST-00354,SP-045,Sofia Oliveira,Australia,Queensland,Yuki Wang,201.44,4028.85,3827.41,0,3827.41,false
ORD-000463,2021-04-22T19:00:00.000000,Monitor,Peripherals,1,376.35,10,Central,Cash,Enterprise,Retail Store,Pickup,CUST-00066,SP-022,Patricia Kumar,Australia,South Australia,Liam Williams,37.64,376.35,338.71,0,338.71,false
ORD-000237,2021-04-23T11:00:00.000000,Tablet,Accessories,7,483.6,5,South,Credit Card,Consumer,Retail Store,Express,CUST-00196,SP-036,Wei Garcia,United Kingdom,Northern Ireland,Pavel Le,169.26,3385.2,3215.94,25,3240.94,false
ORD-000568,2021-04-26T09:00:00.000000,Headphones,Accessories,5,647.6,5,East,Bank Transfer,Consumer,Online,Standard,CUST-00321,SP-017,Elena Roy,Canada,Saskatchewan,Yan Wang,161.9,3238.0,3076.1,10,3086.1,false
ORD-000347,2021-04-28T10:00:00.000000,Speaker,Electronics,1,1325.56,15,East,Cash,Small Business,Online,Express,CUST-00326,SP-014,Noah Suzuki,United States,North Carolina,Sarah Ahmed,198.83,1325.56,1126.73,25,1151.73,false
ORD-000655,2021-04-29T11:00:00.000000,Laptop,Electronics,1,888.47,20,West,Credit Card,Government,Retail Store,Next Day,CUST-00252,SP-040,Ming Ali,Australia,Tasmania,Karen Le,177.69,888.47,710.78,50,760.78,false
ORD-000304,2021-04-30T10:00:00.000000,Mouse,Electronics,10,1314.22,5,South,Cash,Government,Distributor,Express,CUST-00473,SP-041,Linda Levy,Canada,Ontario,Barbara Santos,657.11,13142.2,12485.09,25,12510.09,false
ORD-000326,2021-05-01T03:00:00.000000,Keyboard,Accessories,8,1618.76,15,West,PayPal,Enterprise,Distributor,Pickup,CUST-00062,SP-047,James Kim,Australia,Queensland,Jennifer Chen,1942.51,12950.08,11007.57,0,11007.57,false
ORD-000116,2021-05-01T18:00:00.000000,Desktop,Accessories,8,1199.44,20,East,Credit Card,Consumer,Retail Store,Express,CUST-00439,SP-016,Thomas Johnson,Australia,Tasmania,Ming Smirnov,1919.1,9595.52,7676.42,25,7701.42,false
ORD-000914,2021-05-02T20:00:00.000000,Keyboard,Peripherals,4,1052.49,0,Central,Credit Card,Enterprise,Direct Sales,Next Day,CUST-00031,SP-036,Michael Patel,United Kingdom,Wales,Pavel Le,0.0,4209.96,4209.96,50,4259.96,false
ORD-000774,2021-05-04T21:00:00.000000,Tablet,Accessories,8,1212.36,10,West,Bank Transfer,Government,Online,Standard,CUST-00329,SP-016,Wei Weber,Canada,Saskatchewan,Ming Smirnov,969.89,9698.88,8728.99,10,8738.99,false
ORD-000757,2021-05-05T11:00:00.000000,Desktop,Electronics,8,1774.94,20,East,Debit Card,Enterprise,Retail Store,Pickup,CUST-00074,SP-039,Sofia Rodriguez,Canada,Ontario,Wei Wang,2839.9,14199.52,11359.62,0,11359.62,false
ORD-000762,2021-05-08T21:00:00.000000,Tablet,Electronics,4,579.68,15,South,Credit Card,Enterprise,Online,Express,CUST-00304,SP-047,Sophia Sato,Germany,Hesse,Jennifer Chen,347.81,2318.72,1970.91,25,1995.91,false
ORD-000254,2021-05-09T01:00:00.000000,Headphones,Accessories,6,1025.22,15,East,Credit Card,Enterprise,Direct Sales,Standard,CUST-00304,SP-014,Sophia Sato,Germany,Hesse,Sarah Ahmed,922.7,6151.32,5228.62,10,5238.62,false
ORD-000443,2021-05-09T14:00:00.000000,Laptop,Accessories,7,809.0,20,Central,PayPal,Small Business,Retail Store,Standard,CUST-00156,SP-019,James Ali,United States,New York,Anna Miller,1132.6,5663.0,4530.4,10,4540.4,false
ORD-000861,2021-05-10T07:00:00.000000,Laptop,Peripherals,5,1880.04,10,North,PayPal,Enterprise,Distributor,Standard,CUST-00492,SP-046,Jennifer Popov,Germany,Saxony,Sofia Li,940.02,9400.2,8460.18,10,8470.18,false
ORD-000240,2021-05-11T21:00:00.000000,Smartphone,Peripherals,5,528.44,20,East,Debit Card,Consumer,Distributor,Pickup,CUST-00498,SP-015,Yuki Sharma,United States,Illinois,Ming Nielsen,528.44,2642.2,2113.76,0,2113.76,false
ORD-000199,2021-05-12T19:00:00.000000,Smartphone,Peripherals,8,1831.89,15,Central,Bank Transfer,Small Business,Retail Store,Express,CUST-00362,SP-007,Akiko Martin,Australia,Queensland,Juan Cohen,2198.27,14655.12,12456.85,25,12481.85,false
ORD-000756,2021-05-14T21:00:00.000000,Keyboard,Electronics,10,834.69,0,South,Cash,Enterprise,Retail Store,Next Day,CUST-00447,SP-005,Emma Li,United Kingdom,Northern Ireland,David Kim,0.0,8346.9,8346.9,50,8396.9,false
ORD-000218,2021-05-17T23:00:00.000000,Laptop,Peripherals,4,362.71,20,West,Cash,Enterprise,Online,Standard,CUST-00061,SP-037,Yuki Rodriguez,Canada,Quebec,Liam Ivanov,290.17,1450.84,1160.67,10,1170.67,false
ORD-000745,2021-05-18T12:00:00.000000,Speaker,Electronics,10,1514.8,5,Central,Bank Transfer,Government,Direct Sales,Pickup,CUST-00373,SP-008,Charlotte Martinez,Canada,Quebec,Omar Cohen,757.4,15148.0,14390.6,0,14390.6,false
ORD-000079,2021-05-18T17:00:00.000000,Desktop,Electronics,6,1239.51,20,East,Debit Card,Consumer,Direct Sales,Standard,CUST-00413,SP-028,Fatima Nowak,Germany,Saxony,Karen Le,1487.41,7437.06,5949.65,10,5959.65,true
ORD-000391,2021-05-19T23:00:00.000000,Speaker,Accessories,6,556.17,20,South,Cash,Enterprise,Online,Next Day,CUST-00271,SP-004,Noah Williams,United Kingdom,Wales,Ming Roy,667.4,3337.02,2669.62,50,2719.62,false
ORD-000433,2021-05-20T10:00:00.000000,Smartphone,Accessories,6,1258.08,20,Central,Debit Card,Government,Distributor,Next Day,CUST-00308,SP-026,Hiroshi Garcia,Australia,South Australia,Charles Ivanov,1509.7,7548.48,6038.78,50,6088.78,false
ORD-000101,2021-05-20T20:00:00.000000,Mouse,Peripherals,9,1687.61,10,East,Debit Card,Small Business,Online,Pickup,CUST-00155,SP-024,Mia Nielsen,United Kingdom,England,Richard Kumar,1518.85,15188.49,13669.64,0,13669.64,false
ORD-000035,2021-05-23T12:00:00.000000,Monitor,Electronics,5,1301.38,0,East,PayPal,Enterprise,Retail Store,Express,CUST-00372,SP-047,Luis Miller,Australia,Tasmania,Jennifer Chen,0.0,6506.9,6506.9,25,6531.9,false
ORD-000671,2021-05-26T13:00:00.000000,Desktop,Electronics,8,118.08,10,Central,PayPal,Government,Distributor,Standard,CUST-00034,SP-036,Mason Johnson,United States,Illinois,Pavel Le,94.46,944.64,850.18,10,860.18,false
ORD-000311,2021-05-28T08:00:00.000000,Speaker,Electronics,7,676.27,0,South,Cash,Small Business,Distributor,Next Day,CUST-00367,SP-028,Robert Popov,Australia,Victoria,Karen Le,0.0,4733.89,4733.89,50,4783.89,false
ORD-000725,2021-05-28T09:00:00.000000,Laptop,Electronics,8,203.93,5,East,Debit Card,Small Business,Direct Sales,Next Day,CUST-00180,SP-009,Ava Sharma,United States,Illinois,Fatima Smith,81.57,1631.44,1549.87,50,1599.87,true
ORD-000947,2021-05-28T16:00:00.000000,Printer,Electronics,2,865.38,10,Central,Bank Transfer,Consumer,Direct Sales,Next Day,CUST-00400,SP-013,Wei Liu,Canada,Quebec,Ava Jones,173.08,1730.76,1557.68,50,1607.68,false
ORD-000593,2021-05-31T14:00:00.000000,Monitor,Accessories,1,690.05,10,East,Bank Transfer,Small Business,Distributor,Standard,CUST-00083,SP-021,Jessica Rodriguez,Germany,Baden-Württemberg,Ming Levy,69.01,690.05,621.04,10,631.04,false
ORD-000796,2021-06-01T00:00:00.000000,Smartphone,Peripherals,3,281.48,5,South,Bank Transfer,Government,Distributor,Standard,CUST-00139,SP-021,Thomas Tran,Canada,New Brunswick,Ming Levy,42.22,844.44,802.22,10,812.22,false
ORD-000167,2021-06-02T17:00:00.000000,Printer,Electronics,1,620.15,15,North,PayPal,Small Business,Direct Sales,Standard,CUST-00221,SP-044,Thomas Ahmed,Canada,Ontario,Emma Kumar,93.02,620.15,527.13,10,537.13,false
ORD-000556,2021-06-05T06:00:00.000000,Tablet,Peripherals,1,639.72,5,North,Bank Transfer,Consumer,Online,Next Day,CUST-00081,SP-015,Liam Liu,Germany,Baden-Württemberg,Ming Nielsen,31.99,639.72,607.73,50,657.73,false
ORD-000517,2021-06-05T18:00:00.000000,Headphones,Accessories,1,171.67,15,North,Bank Transfer,Small Business,Direct Sales,Next Day,CUST-00318,SP-048,Ava Schmidt,Canada,Ontario,Hiroshi Popov,25.75,171.67,145.92,50,195.92,false
ORD-000754,2021-06-06T05:00:00.000000,Speaker,Peripherals,7,1343.87,15,East,PayPal,Government,Direct Sales,Pickup,CUST-00108,SP-047,Mary Ahmed,Australia,South Australia,Jennifer Chen,1411.06,9407.09,7996.03,0,7996.03,false
ORD-000609,2021-06-07T15:00:00.000000,Smartphone,Accessories,6,1163.21,10,South,Credit Card,Government,Retail Store,Next Day,CUST-00316,SP-040,Patricia Nguyen,Canada,Ontario,Karen Le,697.93,6979.26,6281.33,50,6331.33,false
ORD-000983,2021-06-08T16:00:00.000000,Mouse,Accessories,2,1813.27,15,West,Credit Card,Consumer,Online,Express,CUST-00243,SP-028,Lucas Suzuki,United States,Ohio,Karen Le,543.98,3626.54,3082.56,25,3107.56,false
ORD-000262,2021-06-08T20:00:00.000000,Laptop,Electronics,4,707.55,15,Central,Debit Card,Government,Direct Sales,Standard,CUST-00078,SP-023,Charlotte Andersen,Australia,Western Australia,Yan Fischer,424.53,2830.2,2405.67,10,2415.67,false
ORD-000407,2021-06-09T08:00:00.000000,Smartphone,Electronics,8,1174.57,5,East,Credit Card,Government,Online,Pickup,CUST-00375,SP-034,Sarah Andersen,United States,Michigan,Luis Zhang,469.83,9396.56,8926.73,0,8926.73,false
ORD-000040,2021-06-10T18:00:00.000000,Tablet,Peripherals,4,1514.33,15,North,PayPal,Government,Online,Standard,CUST-00381,SP-008,Karen Garcia,Canada,Quebec,Omar Cohen,908.6,6057.32,5148.72,10,5158.72,false
ORD-000310,2021-06-10T23:00:00.000000,Laptop,Peripherals,5,1140.17,20,South,Cash,Consumer,Direct Sales,Pickup,CUST-00344,SP-019,Pavel Singh,Australia,Victoria,Anna Miller,1140.17,5700.85,4560.68,0,4560.68,false
